instant_x,dateday,season_x,year_x,month_x,hour,holiday_x,weekday_x,workingday_x,weathercituation_x,temp_x,atemp_x,humidity_x,windspeed_x,unregistered_x,registered_x,count_x,instant_y,season_y,year_y,month_y,holiday_y,weekday_y,workingday_y,weathercituation_y,temp_y,atemp_y,humidity_y,windspeed_y,unregistered_y,registered_y,count_y,season_type,recency,frequency,monetary,R,F,M,RFM_Score
9255,2012-01-26,1,2012,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,29,136,165,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4240,15633765,2,2,2,222
9256,2012-01-26,1,2012,1,13,0,4,1,2,0.38,0.3939,0.71,0.0,17,156,173,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4248,15638313,2,2,2,222
9257,2012-01-26,1,2012,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,16,112,128,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4203,15625661,2,2,2,222
9258,2012-01-26,1,2012,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,22,142,164,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4239,15634613,2,2,2,222
9259,2012-01-26,1,2012,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,15,209,224,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4299,15658141,2,2,2,222
9260,2012-01-26,1,2012,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,16,397,413,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4488,15775286,2,2,2,222
9261,2012-01-26,1,2012,1,18,0,4,1,2,0.42,0.4242,0.71,0.0,12,394,406,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4481,15771289,2,2,2,222
9262,2012-01-26,1,2012,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4388,15705851,2,2,2,222
9263,2012-01-26,1,2012,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,8,216,224,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4299,15659709,2,2,2,222
9264,2012-01-26,1,2012,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184,192,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4267,15646653,2,2,2,222
9265,2012-01-26,1,2012,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,3,139,142,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4217,15631063,2,2,2,222
9266,2012-01-26,1,2012,1,23,0,4,1,2,0.4,0.4091,0.82,0.0,5,86,91,391,1,2012,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Springer,4422,4166,15619151,2,2,2,222
9267,2012-01-27,1,2012,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,6,32,38,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3494,11015488,2,2,2,222
9268,2012-01-27,1,2012,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,6,23,29,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3485,11014939,2,2,2,222
9269,2012-01-27,1,2012,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3469,11014415,2,2,2,222
9270,2012-01-27,1,2012,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3464,11014312,2,2,2,222
9271,2012-01-27,1,2012,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,1,3,4,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3460,11014284,2,2,2,222
9272,2012-01-27,1,2012,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3480,11014848,2,2,2,222
9273,2012-01-27,1,2012,1,6,0,5,1,2,0.42,0.4242,1.0,0.3284,0,72,72,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3528,11019456,2,2,2,222
9274,2012-01-27,1,2012,1,7,0,5,1,2,0.42,0.4242,1.0,0.2985,6,128,134,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3590,11031424,2,2,2,222
9275,2012-01-27,1,2012,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206,220,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3676,11059592,2,2,2,222
9276,2012-01-27,1,2012,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101,107,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3563,11025079,2,2,2,222
9277,2012-01-27,1,2012,1,10,0,5,1,3,0.48,0.4697,1.0,0.1642,9,117,126,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3582,11029014,2,2,2,222
9278,2012-01-27,1,2012,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95,105,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3561,11024247,2,2,2,222
9279,2012-01-27,1,2012,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3636,11042172,2,2,2,222
9280,2012-01-27,1,2012,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3657,11049447,2,2,2,222
9281,2012-01-27,1,2012,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153,176,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3632,11041200,2,2,2,222
9282,2012-01-27,1,2012,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,27,170,197,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3653,11047762,2,2,2,222
9283,2012-01-27,1,2012,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241,267,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3723,11078619,2,2,2,222
9284,2012-01-27,1,2012,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3878,11185604,2,2,2,222
9285,2012-01-27,1,2012,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363,383,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3839,11153301,2,2,2,222
9286,2012-01-27,1,2012,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,10,241,251,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3707,11074763,2,2,2,222
9287,2012-01-27,1,2012,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,6,153,159,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3615,11038599,2,2,2,222
9288,2012-01-27,1,2012,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127,135,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3591,11031417,2,2,2,222
9289,2012-01-27,1,2012,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,11,108,119,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3575,11027124,2,2,2,222
9290,2012-01-27,1,2012,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78,86,392,1,2012,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Springer,4421,3542,11020980,2,2,2,222
9291,2012-01-28,1,2012,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68,69,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4092,13071396,2,2,2,222
9292,2012-01-28,1,2012,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57,58,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4081,13070010,2,2,2,222
9293,2012-01-28,1,2012,1,2,0,6,0,1,0.26,0.303,0.6,0.0,3,38,41,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4064,13068262,2,2,2,222
9294,2012-01-28,1,2012,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16,17,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4040,13066976,2,2,2,222
9295,2012-01-28,1,2012,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8,8,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4031,13066768,2,2,2,222
9296,2012-01-28,1,2012,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,0,10,10,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4033,13066804,2,2,2,222
9297,2012-01-28,1,2012,1,6,0,6,0,1,0.24,0.2879,0.7,0.0,3,12,15,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4038,13066884,2,2,2,222
9298,2012-01-28,1,2012,1,7,0,6,0,1,0.22,0.2727,0.75,0.0,3,28,31,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4054,13067572,2,2,2,222
9299,2012-01-28,1,2012,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82,91,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4114,13074166,2,2,2,222
9300,2012-01-28,1,2012,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,13,145,158,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4181,13089614,2,2,2,222
9301,2012-01-28,1,2012,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,27,164,191,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4214,13098028,2,2,2,222
9302,2012-01-28,1,2012,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4319,13138040,2,2,2,222
9303,2012-01-28,1,2012,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4337,13143320,2,2,2,222
9304,2012-01-28,1,2012,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,80,293,373,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4396,13175993,2,2,2,222
9305,2012-01-28,1,2012,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4385,13153222,2,2,2,222
9306,2012-01-28,1,2012,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,90,320,410,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4433,13197904,2,2,2,222
9307,2012-01-28,1,2012,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,131,276,407,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4430,13179036,2,2,2,222
9308,2012-01-28,1,2012,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,57,233,290,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4313,13134274,2,2,2,222
9309,2012-01-28,1,2012,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4264,13115145,2,2,2,222
9310,2012-01-28,1,2012,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,33,173,206,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4229,13102342,2,2,2,222
9311,2012-01-28,1,2012,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,5,115,120,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4143,13080504,2,2,2,222
9312,2012-01-28,1,2012,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,18,109,127,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4150,13080547,2,2,2,222
9313,2012-01-28,1,2012,1,22,0,6,0,1,0.34,0.3333,0.34,0.194,6,97,103,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4126,13076695,2,2,2,222
9314,2012-01-28,1,2012,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,6,79,85,393,1,2012,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Springer,4420,4108,13073419,2,2,2,222
9315,2012-01-29,1,2012,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,15,81,96,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3339,8715231,2,2,2,222
9316,2012-01-29,1,2012,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,5,68,73,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3316,8712419,2,1,2,212
9317,2012-01-29,1,2012,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,3,48,51,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3294,8709903,2,1,2,212
9318,2012-01-29,1,2012,1,3,0,0,0,1,0.26,0.2576,0.28,0.194,4,17,21,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3264,8707812,2,1,2,212
9319,2012-01-29,1,2012,1,4,0,0,0,1,0.24,0.2576,0.3,0.0,0,5,5,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3248,8707480,2,1,2,212
9320,2012-01-29,1,2012,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,1,6,7,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3250,8707497,2,1,2,212
9321,2012-01-29,1,2012,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,1,4,5,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3248,8707475,2,1,2,212
9322,2012-01-29,1,2012,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,0,12,12,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3255,8707599,2,1,2,212
9323,2012-01-29,1,2012,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,9,61,70,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3313,8711725,2,1,2,212
9324,2012-01-29,1,2012,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,13,98,111,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3354,8718333,2,2,2,222
9325,2012-01-29,1,2012,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3434,8736678,2,2,2,222
9326,2012-01-29,1,2012,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3498,8757945,2,2,2,222
9327,2012-01-29,1,2012,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3531,8769375,2,2,2,222
9328,2012-01-29,1,2012,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,78,238,316,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3559,8782663,2,2,2,222
9329,2012-01-29,1,2012,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3523,8771575,2,2,2,222
9330,2012-01-29,1,2012,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,68,242,310,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3553,8782475,2,2,2,222
9331,2012-01-29,1,2012,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,322,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3565,8793751,2,2,2,222
9332,2012-01-29,1,2012,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,33,201,234,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3477,8754489,2,2,2,222
9333,2012-01-29,1,2012,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,17,151,168,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3411,8732823,2,2,2,222
9334,2012-01-29,1,2012,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3402,8730510,2,2,2,222
9335,2012-01-29,1,2012,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,13,98,111,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3354,8718333,2,2,2,222
9336,2012-01-29,1,2012,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,0,69,69,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3312,8712216,2,1,2,212
9337,2012-01-29,1,2012,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3307,8711103,2,1,2,212
9338,2012-01-29,1,2012,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,4,21,25,394,1,2012,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Springer,4419,3268,8707980,2,1,2,212
9339,2012-01-30,1,2012,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3634,12676852,2,2,2,222
9340,2012-01-30,1,2012,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3633,12676833,2,2,2,222
9341,2012-01-30,1,2012,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3631,12676794,2,2,2,222
9342,2012-01-30,1,2012,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3628,12676768,2,2,2,222
9343,2012-01-30,1,2012,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3629,12676777,2,2,2,222
9344,2012-01-30,1,2012,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3650,12677428,2,2,2,222
9345,2012-01-30,1,2012,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3704,12683152,2,2,2,222
9346,2012-01-30,1,2012,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3849,12726477,2,2,2,222
9347,2012-01-30,1,2012,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,4117,12913885,2,2,2,222
9348,2012-01-30,1,2012,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3822,12714966,2,2,2,222
9349,2012-01-30,1,2012,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3709,12683722,2,2,2,222
9350,2012-01-30,1,2012,1,11,0,1,1,1,0.26,0.2576,0.38,0.0,6,93,99,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3723,12685959,2,2,2,222
9351,2012-01-30,1,2012,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3758,12694038,2,2,2,222
9352,2012-01-30,1,2012,1,13,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3756,12692196,2,2,2,222
9353,2012-01-30,1,2012,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3739,12688252,2,2,2,222
9354,2012-01-30,1,2012,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3762,12694830,2,2,2,222
9355,2012-01-30,1,2012,1,16,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3845,12723162,2,2,2,222
9356,2012-01-30,1,2012,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,4062,12861588,2,2,2,222
9357,2012-01-30,1,2012,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,4034,12840342,2,2,2,222
9358,2012-01-30,1,2012,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3930,12767940,2,2,2,222
9359,2012-01-30,1,2012,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3805,12709151,2,2,2,222
9360,2012-01-30,1,2012,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3786,12702510,2,2,2,222
9361,2012-01-30,1,2012,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3718,12685400,2,2,2,222
9362,2012-01-30,1,2012,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52,395,1,2012,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Springer,4418,3676,12679456,2,2,2,222
9363,2012-01-31,1,2012,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15,15,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4524,18870390,2,2,3,223
9364,2012-01-31,1,2012,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,1,7,8,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4517,18870221,2,2,3,223
9365,2012-01-31,1,2012,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4511,18870169,2,2,3,223
9366,2012-01-31,1,2012,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4511,18870169,2,2,3,223
9367,2012-01-31,1,2012,1,4,0,2,1,1,0.3,0.2879,0.49,0.194,0,1,1,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4510,18870166,2,2,3,223
9368,2012-01-31,1,2012,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,0,22,22,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4531,18870649,2,2,3,223
9369,2012-01-31,1,2012,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4613,18880981,2,2,3,223
9370,2012-01-31,1,2012,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,4788,18946332,2,3,3,233
9371,2012-01-31,1,2012,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512,396,1,2012,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Springer,4417,5021,19125141,2,3,3,233
